,MGI_Symbol,7558_S28,7707_S27,7713_S29,7715_S30,7801_S23,7802_S26,7803_S24,7804_S20,7805_S21,7807_S25
ENSMUSG00000038268,Ovca2,3.518,5.07,3.843,4.71,5.855,5.086,6.852,6.446,6.841,4.884
ENSMUSG00000038271,Iffo1,3.514,3.838,4.392,3.145,3.122,3.862,2.636,3.608,3.332,3.419
ENSMUSG00000038274,Fau,318.173,351.413,302.659,358.406,491.559,430.641,585.312,1133.565,553.953,500.452
ENSMUSG00000038276,Asic3,0.19,0.234,0.305,0.244,0.237,0.279,0.089,0.132,0.16,0.197
ENSMUSG00000038279,Nop2,14.926,11.404,14.679,16.484,17.422,15.83,29.278,15.652,15.828,14.587
ENSMUSG00000038280,Ostm1,3.746,5.227,4.184,5.32,4.842,4.467,3.95,3.334,4.198,4.092
ENSMUSG00000038286,Bphl,18.717,19.174,17.763,20.903,19.141,19.992,11.511,21.39,21.119,20.879
ENSMUSG00000038290,Smg6,7.186,6.957,7.354,6.278,5.456,6.699,4.601,7.891,6.607,7.095
ENSMUSG00000038291,Snx25,4.053,4.071,3.349,3.445,4.436,3.543,4.648,3.056,4,3.323
ENSMUSG00000038292,Ccdc155,0.83,0.463,0.57,0.517,0.625,0.892,0.825,1.117,0.707,0.826
ENSMUSG00000038295,Atg9b,0.074,0.082,0.099,0.2,0.312,0.242,0.099,0.104,0.128,0.202
ENSMUSG00000038296,Galnt18,5.124,12.071,6.973,3.307,4.143,2.443,9.26,3.518,5.237,4.94
ENSMUSG00000038298,Pdzk1,0.998,0.741,0.648,0.466,0.923,0.761,0.914,0.807,0.754,1.043
ENSMUSG00000038299,Wdr36,15.104,15.304,16.39,14.768,15.732,15.001,21.406,11.864,15.422,15.861
ENSMUSG00000038301,Snx10,1.522,1.752,1.692,1.39,2.612,1.07,1.688,1.327,1.07,1.141
ENSMUSG00000038302,Lace1,4.491,4.495,4.355,4.591,4.581,4.578,3.558,6.783,5.072,5.292
ENSMUSG00000038304,Cd160,0.885,1.058,0.79,0.463,0.59,0.98,0.87,0.999,0.941,1.132
ENSMUSG00000038305,Spats2l,1.231,1.678,1.162,1.26,1.699,1.872,2.151,2.231,1.885,1.979
ENSMUSG00000038312,Edem2,12.779,11.188,14.499,13.058,16.208,16.685,14.209,15.698,17.35,19.046
ENSMUSG00000038319,Kcnh2,10.065,5.972,10.723,7.071,5.818,7.561,3.857,10.28,6.152,6.84
ENSMUSG00000038323,1700066M21Rik,4.762,5.487,3.763,5.899,3.336,3.422,6.929,3.167,3.7,3.92
ENSMUSG00000038324,Trpc4ap,15.33,15.14,15.923,18.332,17.738,17.315,16.588,16.785,20.224,19.034
ENSMUSG00000038330,C87499,4.156,2.951,4.047,1.381,3.555,2.404,4.236,4.679,3.958,4.521
ENSMUSG00000038331,Satb2,0.32,0.245,0.25,0.279,0.393,0.194,0.741,0.047,0.143,0.176
ENSMUSG00000038332,Sesn1,13.337,14.238,13.232,13.406,12.416,14.3,10.158,13.354,11.214,13.86
ENSMUSG00000038335,Tsr1,10.087,9.421,8.939,10.748,7.239,7.109,10.237,5.85,5.966,6.766
ENSMUSG00000038342,Mlxip,9.337,7.681,9.043,6.899,5.396,6.877,5.197,4.845,5.657,6.25
ENSMUSG00000038344,Txlng,5.005,5.036,4.623,4.386,3.341,3.517,3.869,3.079,3.159,4.109
ENSMUSG00000038346,Zfp384,8.453,7.309,8.714,7.515,7.706,8.57,6.273,6.247,7.408,7.558
ENSMUSG00000038347,Tcte2,0.727,0.573,0.706,0.47,0.489,0.712,0.724,0.644,0.826,0.862
ENSMUSG00000038349,Plcl1,0.868,1.17,1.092,1.315,0.884,1.078,1.225,0.776,0.587,0.668
ENSMUSG00000038351,Sgsm2,4.088,4.156,4.263,4.713,3.099,4.101,3.187,3.042,3.963,4.153
ENSMUSG00000038352,Arl5c,2.336,2.463,2.852,2.967,4.196,2.708,2.384,5.117,2.625,2.693
ENSMUSG00000038354,Ankrd35,1.76,4.459,2.567,4.569,2.011,5.191,0.584,4.016,5.399,5.99
ENSMUSG00000038357,Camp,0.22,0.321,0.172,0.468,1.624,0.315,0.4,0.3,0.154,0.263
ENSMUSG00000038365,Fbxo25,8.835,8.032,8.163,8.529,9.565,7.584,6.058,9.39,7.206,8.104
ENSMUSG00000038366,Lasp1,15.389,14.776,14.471,16.851,18.813,15.664,10.206,11.307,15.276,16.209
ENSMUSG00000038368,Focad,2.222,2.118,2.114,2.611,1.542,1.841,1.276,1.264,1.371,1.812
ENSMUSG00000038369,Ncoa6,7.755,6.917,8.129,6.769,4.594,6.036,4.623,4.126,4.375,5.169
ENSMUSG00000038370,Pcp4l1,21.815,23.488,29.331,21.025,44.907,29.088,51.767,42.15,25.186,22.733
ENSMUSG00000038371,Sbf2,6.295,6.086,6.105,5.838,3.716,4.474,3.32,3.831,3.725,3.822
ENSMUSG00000038372,Gmds,2.638,2.512,1.989,1.744,4.408,2.552,2.844,2.535,3.742,3.948
ENSMUSG00000038374,Rbm8a,19.765,18.795,20.743,20.638,32.48,25.75,38.837,52.085,31.187,27.065
ENSMUSG00000038375,Trp53inp2,18.076,25.502,19.078,18.981,18.498,18.558,21.962,15.442,21.971,18.486
ENSMUSG00000038379,Ttk,5.288,4.943,3.677,3.639,4.463,3.975,4.786,4.683,4.701,5.667
ENSMUSG00000038383,Pigu,4.025,4.889,4.056,3.881,4.668,4.069,3.77,5.106,4.684,4.541
ENSMUSG00000038384,Setd1b,5.241,4.144,5.216,4.325,3.04,3.933,2.565,3.271,3.079,3.271
ENSMUSG00000038387,Rras,11.732,15.256,13.728,20.785,28.842,27.068,20.768,23.394,19.761,19.316
ENSMUSG00000038388,Mpp6,4.76,3.596,4.226,3.89,5.006,3.903,6.704,4.069,3.896,4.827
ENSMUSG00000038390,Gpr162,1.588,2.006,1.665,2.044,1.229,2.054,1.13,1.613,1.286,1.455
ENSMUSG00000038393,Txnip,147.055,140.007,140.136,151.906,97.971,220.737,84.446,199.154,152.03,198.992
ENSMUSG00000038398,Upf3a,6.784,6.15,6.916,5.801,9.297,7.367,9.824,13.15,8.435,8.22
ENSMUSG00000038400,Pmepa1,4.054,5.469,4.504,2.865,6.815,4.352,8.463,9.749,7.357,4.659
ENSMUSG00000038403,Hfe2,0.062,0.08,0.214,0.194,0.101,0.177,0.021,0.135,0.077,0.236
ENSMUSG00000038406,Scaf1,16.038,12.794,15.219,13.377,13.416,15.31,12.37,14.442,14.477,15.514
ENSMUSG00000038412,Higd1a,10.369,10.652,10.168,14.499,18.963,13.439,19.766,20.607,16.836,13.118
ENSMUSG00000038415,Foxq1,0.881,0.321,0.213,0.163,0.371,0.375,0.49,0.309,1.23,0.721
ENSMUSG00000038416,Cdc16,25.389,27.14,25.835,26.427,32.819,26.384,36.159,30.826,31.912,31.216
ENSMUSG00000038417,Fig4,17.682,15.052,18.372,13.911,14.839,12.837,13.21,14.496,14.695,14.994
ENSMUSG00000038418,Egr1,18.985,26.436,14.32,5.68,11.163,16.74,105.099,7.463,7.636,12.282
ENSMUSG00000038421,Fcrla,0.335,0.163,0.1,0.09,0.212,0.228,0.298,0.078,0.111,0.114
ENSMUSG00000038422,Hdhd3,2.415,5.281,2.514,5.772,6.668,5.772,7.776,6.366,7.283,5.196
ENSMUSG00000038425,Poli,3.804,3.714,3.455,3.939,3.717,4.556,2.828,3.441,3.964,4.098
ENSMUSG00000038429,Usp5,19.94,19.908,21.384,19.836,23.334,20.362,21.044,19.794,20.933,21.341
ENSMUSG00000038437,Mllt6,12.484,11.955,12.731,12.456,8.8,13.029,7.25,9.367,10.708,11.373
ENSMUSG00000038446,Cdc40,8.466,8.198,7.484,7.696,6.373,6.608,6.734,7.16,6.297,5.751
ENSMUSG00000038451,Spsb2,4.155,4.669,4.484,4.661,7.993,7.109,6.537,5.876,6.376,6.422
ENSMUSG00000038453,Srcin1,3.953,3.642,5.112,4.636,2.576,3.404,1.034,7.059,2.452,3.104
ENSMUSG00000038456,Dennd2a,6.468,6.727,5.521,4.058,3.706,3.647,6.117,3.275,4.118,4.325
ENSMUSG00000038457,Tmem255b,1.69,2.512,1.925,1.746,1.739,1.864,2.112,2.736,1.917,2.548
ENSMUSG00000038459,Abhd17c,5.883,6.669,5.644,6.719,7.928,7.737,6.655,4.675,6.877,6.615
ENSMUSG00000038462,Uqcrfs1,61.753,68.744,65.896,76.421,85.643,71.693,81.874,66.605,91.184,79.609
ENSMUSG00000038463,Olfml2b,6.435,4.675,5.773,6.178,7.053,3.847,4.525,3.074,5.349,4.471
ENSMUSG00000038467,Chmp4b,53.45,52.003,55.548,55.413,88.7,69.444,98.751,76.007,77.745,67.578
ENSMUSG00000038473,Nos1ap,1.066,0.956,1.044,0.707,0.526,0.533,0.502,1.131,0.579,0.611
ENSMUSG00000038481,Cdk19,9.391,9.726,8.403,7.412,6.611,6.886,5.614,6.916,6.023,7.142
ENSMUSG00000038482,Tfdp1,20.989,20.031,20.374,22.054,20.124,19.91,25.056,14.973,18.521,19.721
ENSMUSG00000038485,Socs7,13.861,10.281,12.243,10.978,7.314,10.365,8.361,11.525,9.741,11.203
ENSMUSG00000038486,Sv2a,0.793,0.9,1.294,1.497,1.443,1.263,1.001,1.336,0.847,0.645
ENSMUSG00000038489,Polr2l,32.135,38.193,37.124,65.613,72.586,66.97,54.364,87.331,70.472,63.562
ENSMUSG00000038495,Otud7b,5.725,5.054,5.251,5.372,4.554,5.031,5.062,6.199,4.525,4.661
ENSMUSG00000038496,Slc19a3,2.193,1.256,1.532,0.399,0.709,0.559,1.089,1.485,0.786,0.989
ENSMUSG00000038497,Tmco3,3.363,3.423,3.03,3.617,3.051,3.312,2.397,2.192,3.028,3.397
ENSMUSG00000038498,Catsper1,0.061,0,0,0,0,0,0,0,0,0
ENSMUSG00000038500,Prr3,5.893,5.089,6.091,4.877,6.681,5.937,7.965,6.33,6.832,5.924
ENSMUSG00000038502,Ptov1,38.787,40.267,39.728,43.599,41.839,50.018,38.466,58.377,57.192,56.688
ENSMUSG00000038503,Mesdc2,10.772,10.792,10.841,12.747,17.961,12.165,16.108,15.728,14.411,13.101
ENSMUSG00000038506,Dcun1d2,6.202,6.11,6.737,7.564,7.124,6.626,5.024,5.769,6.849,6.364
ENSMUSG00000038507,Parp12,11.088,9.444,10.196,7.747,10.579,9.868,8.356,10.108,10.02,10.581
ENSMUSG00000038508,Gdf15,0.248,0.131,0.352,0.149,0.155,0.28,0.164,0.369,0.336,0.108
ENSMUSG00000038510,Rpf2,13.888,16.093,14.099,18.483,19.598,19.33,32.696,19.546,21.047,18.26
ENSMUSG00000038515,Grtp1,2.775,3.693,2.9,3.863,2.957,3.502,2.426,4.861,3.912,3.517
ENSMUSG00000038517,Tbkbp1,1.88,2.406,1.914,1.359,1.713,1.863,1.527,1.924,1.643,1.565
ENSMUSG00000038518,Jarid2,6.072,7.667,6.641,6.858,5.423,5.837,7.479,3.384,4.364,5.143
ENSMUSG00000038520,Tbc1d17,4.477,3.542,4.166,3.681,5.282,4.979,3.669,7.246,4.679,5.638
ENSMUSG00000038521,C1s1,16.252,22.666,18.256,36.452,20.968,30.759,17.098,17.519,19.202,18.199
ENSMUSG00000038522,Mfsd4b1,0.092,0,0.032,0.087,0.045,0.088,0,0.033,0.014,0.029
ENSMUSG00000038523,1700003F12Rik,0.171,0.249,0.089,0.283,0.042,0.163,0.044,0.187,0.159,0.368
ENSMUSG00000038524,Fchsd1,1.625,1.362,1.581,1.369,1.589,1.797,1.069,1.506,1.576,1.829
ENSMUSG00000038525,Armc10,14.411,15.464,14.457,14.696,15.295,17.017,14.278,13.457,19.403,17.487
ENSMUSG00000038526,Car14,37.843,28.558,34.874,18.31,12.343,19.135,19.776,39.781,34.599,33.715
ENSMUSG00000038527,C1rl,2.511,3.366,2.802,6.444,4.594,7.316,1.57,4.613,4.132,4.12
ENSMUSG00000038528,Mfsd4b5,0.09,0.114,0.101,0.078,0.034,0.092,0.029,0.068,0.039,0.046
ENSMUSG00000038530,Rgs4,3.302,1.962,1.698,1.171,1.47,0.925,1.204,1.602,1.418,1.223
ENSMUSG00000038533,Cbfa2t2,5.218,5.393,4.91,4.631,3.524,4.3,3.278,3.1,3.585,4.518
ENSMUSG00000038534,Osbpl7,2.722,2.232,2.783,2.477,2.183,2.744,1.472,2.415,2.337,2.87
ENSMUSG00000038535,Zfp280d,2.145,2.325,2.007,1.98,1.245,1.422,1.258,1.135,1.057,1.298
ENSMUSG00000038538,Ubn2,11.301,8.023,9.748,6.104,4.574,4.722,5.517,7.817,4.498,4.825
ENSMUSG00000038539,Atf5,10.726,10.066,11.408,19.327,40.804,20.859,31.325,12.13,19.734,17.988
ENSMUSG00000038540,Tmc3,0.083,0.04,0.053,0.052,0.005,0.057,0.029,0.015,0.022,0.031
ENSMUSG00000038541,Srd5a2,0.636,3.369,1.68,8.125,0.817,8.113,1.117,0.96,2.093,3.642
ENSMUSG00000038542,Pcid2,8.948,7.766,8.162,7.785,9.592,8.741,9.405,7.824,9.186,8.418
ENSMUSG00000038543,BC028528,1.012,1.648,1.736,1.603,1.229,2.102,1.392,1.461,2.495,2.076
ENSMUSG00000038544,Inip,4.339,4.009,4.714,3.505,3.963,3.766,5.438,4.04,4.142,3.885
ENSMUSG00000038545,Cul7,12.103,9.232,11.065,9.013,8.931,10.119,8.794,11.889,9.509,10.785
ENSMUSG00000038546,Ranbp9,18.204,17.261,16.416,16.136,14.516,14.984,14.829,10.684,13.584,14.355
ENSMUSG00000038550,Ciart,2.844,1.649,3.288,1.796,0.907,2.624,1.093,3.423,3.025,1.482
ENSMUSG00000038552,Fndc4,7.721,5.814,6.752,3.542,15.432,5.831,17.847,11.176,6.79,5.826
ENSMUSG00000038555,Reep2,8.953,8.985,8.826,5.629,9.459,8.849,9.657,8.25,8.354,9.172
ENSMUSG00000038563,Efl1,4.899,4.812,5.024,4.175,5.284,4.595,4.927,4.564,5.642,7.089
ENSMUSG00000038564,Ift172,6.827,5.959,6.708,6.185,4.037,5.687,3.263,5.394,4.751,5.508
ENSMUSG00000038569,Rad9b,0.956,0.703,0.775,1.286,0.541,0.82,0.301,0.674,0.683,0.821
ENSMUSG00000038570,Saxo2,0.288,0.373,0.309,0.486,0.249,0.35,0.245,0.286,0.292,0.35
ENSMUSG00000038572,Bpifb5,14.053,10.15,15.589,8.815,5.74,7.079,9.243,27.589,6.149,8.477
ENSMUSG00000038576,Susd4,6.071,3.256,6.13,2.483,5.137,2.88,5.832,3.481,2.408,3.122
ENSMUSG00000038578,Susd1,9.277,7.245,7.781,5.162,4.141,7.102,4.621,6.439,7.747,8.97
ENSMUSG00000038580,Sct,1.748,1.257,1.011,0.733,1.081,0.988,1.344,6.988,1.808,0.804
ENSMUSG00000038582,Pptc7,6.388,5.874,6.578,7.143,4.026,5.569,4.143,3.753,3.681,4.107
ENSMUSG00000038583,Pln,1.902,1.961,1.946,1.383,2.498,1.188,3.164,2.313,1.301,1.367
ENSMUSG00000038587,Akap12,5.338,5.99,5.161,5.541,5.347,5.75,4.523,4.496,4.457,5.981
ENSMUSG00000038593,Tctn1,2.074,2.023,1.923,1.621,1.702,1.704,1.045,2.223,1.659,1.798
ENSMUSG00000038594,Cep85l,4.282,3.072,2.989,2.872,0.793,0.947,0.918,0.744,0.303,0.489
ENSMUSG00000038598,AI481877,0.202,0.189,0.271,0.17,0.192,0.186,0.21,0.236,0.168,0.241
ENSMUSG00000038599,Capn8,0.055,0.064,0.092,0.031,0.033,0.032,0.034,0.012,0.01,0.021
ENSMUSG00000038600,Atp6v0a4,0.05,0.016,0.044,0.016,0.05,0.048,0.035,0.018,0.055,0.104
ENSMUSG00000038602,Slc35f1,1.183,1.099,1.364,1.077,0.249,0.733,0.834,0.958,0.645,0.63
ENSMUSG00000038604,Fam65a,8.161,7.685,8.138,6.392,7.771,7.212,6.005,5.53,7.095,6.941
ENSMUSG00000038605,Samd10,7.334,6.192,6.553,6.41,5.28,6.295,4.215,8.871,6.366,7.005
ENSMUSG00000038607,Gng10,0.318,0.432,0.364,0.39,0.281,0.121,0.165,0.208,0.059,0.364
ENSMUSG00000038608,Dock10,0.352,0.448,0.326,0.438,0.225,0.272,0.176,0.224,0.181,0.177
ENSMUSG00000038611,Phrf1,7.697,6.16,7.359,6.014,5.64,6.728,6.604,6.873,6.124,6.339
ENSMUSG00000038612,Mcl1,42.227,47.309,47.251,49.022,46.756,46.647,72.008,43.41,46.413,41.464
ENSMUSG00000038615,Nfe2l1,67.893,55.535,73.22,59.12,55.328,59.653,54.685,83.868,56.277,61.762
ENSMUSG00000038618,Rassf7,1.706,1.769,1.776,2.105,2.267,2.422,1.429,3.065,3.031,2.407
ENSMUSG00000038619,Ensa,14.643,15.359,13.995,14.27,16.478,14.815,18.831,14.461,16.713,15.627
ENSMUSG00000038622,Med30,24.494,30.011,20.763,29.195,26.333,34.197,29.119,22.79,39.398,37.405
ENSMUSG00000038623,Tm6sf1,1.784,2.06,1.615,2.184,0.991,1.325,0.454,0.807,1.05,0.95
ENSMUSG00000038628,Polr3k,14.955,18.499,16.003,18.097,20.515,15.372,17.75,15.842,19.407,18.445
ENSMUSG00000038630,Zkscan16,0.732,0.856,0.607,0.48,0.22,0.67,0.186,0.163,0.139,0.371
ENSMUSG00000038633,Degs1,28.924,34.38,31.007,30.143,37.04,30.261,44.994,34.669,33.088,31.028
ENSMUSG00000038637,Lrrc56,0.791,0.748,0.709,0.877,0.663,0.833,0.279,0.645,0.858,0.913
ENSMUSG00000038642,Ctss,22.535,27.754,33.645,31.006,35.592,30.495,24.072,36.208,30.535,14.271
ENSMUSG00000038644,Pold1,7.175,4.479,5.332,4.195,7.152,6.531,5.023,7.28,6.71,8.461
ENSMUSG00000038646,Fam103a1,28.609,37.803,28.441,35.938,37.59,38.516,32.622,27.589,38.707,33.716
ENSMUSG00000038648,Creb3l2,38.213,25.564,36.889,20.008,17.256,19.568,15.025,19.71,16.249,19.356
ENSMUSG00000038650,Rnh1,38.724,39.324,37.959,56.037,71.052,51.118,53.633,51.215,59.238,48.548
ENSMUSG00000038651,Sycp2l,1.431,1.208,1.295,0.386,1.156,1.105,0.832,0.799,0.761,1.042
ENSMUSG00000038658,Ric1,6.831,8.41,6.659,14.275,3.179,6.441,3.181,2.415,4.282,5.818
ENSMUSG00000038663,Fsd2,0.084,0.122,0.076,0.03,0.021,0.1,0.044,0.046,0.059,0.04
ENSMUSG00000038664,Herc1,6.024,4.688,4.723,4.467,2.272,2.732,2.218,3.209,2.007,2.605
ENSMUSG00000038665,Dgki,0.047,0.045,0.007,0.038,0.026,0.032,0.021,0.022,0.037,0.051
ENSMUSG00000038668,Lpar1,2.034,2.287,2.027,1.655,3.3,2.442,4.235,3.556,2.138,2.548
ENSMUSG00000038670,Mybpc2,0.069,0.157,0.06,0.087,0.125,0.386,0.432,0.252,0.344,0.221
ENSMUSG00000038671,Arfrp1,6.176,5.601,5.806,6.014,6.667,6.25,7.326,6.661,6.675,6.545
ENSMUSG00000038677,Scube3,0.723,0.599,0.703,1.229,0.891,0.805,0.626,0.51,0.727,0.985
ENSMUSG00000038679,Trps1,3.017,2.565,2.346,2.746,2.11,1.491,2.343,1.46,1.246,1.174
ENSMUSG00000038683,Pak1ip1,12.631,12.371,11.875,15.024,17.663,13.06,22.871,16.124,16.557,13.601
ENSMUSG00000038685,Rtel1,5.515,4.962,4.757,4.904,4.546,4.628,2.785,3.929,4.74,5.015
ENSMUSG00000038690,Atp5j2,38.378,46.852,37.372,54.129,68.781,63.175,80.034,138.195,81.253,60.42
ENSMUSG00000038692,Hoxb4,0.586,1.137,0.729,0.538,1.039,1.304,0.929,2.537,0.984,0.886
ENSMUSG00000038695,Josd2,7.801,6.588,7.298,8.505,9.443,8.832,8.447,13.401,9.299,9.996
ENSMUSG00000038696,Mapkap1,12.384,12.101,12.253,13.783,13.06,13.999,10.66,12.764,12.935,14.481
ENSMUSG00000038697,Taf5l,8.128,7.958,8.183,8.128,8.333,9.983,11.367,7.614,9.972,9.282
ENSMUSG00000038700,Hoxb5,0.24,0.233,0.203,0.226,0.147,0.386,0.156,0.376,0.153,0.129
ENSMUSG00000038702,Dsel,8.266,8.952,8.456,7.648,5.617,5.155,6.951,5.878,5.509,5.612
ENSMUSG00000038705,Gmeb2,4.712,4.095,4.088,3.833,3.907,4.016,4.302,3.049,3.607,4.325
ENSMUSG00000038708,Golga4,10.915,9.513,11.583,9.782,7.131,7.983,7.251,7.293,6.094,7.241
ENSMUSG00000038712,Fam63a,15.083,15.62,16.748,24.218,24.829,22.469,16.159,16.031,17.867,19.754
ENSMUSG00000038717,Atp5l,13.433,17.191,12.813,18.62,23.62,19.629,28.235,40.363,25.454,18.772
ENSMUSG00000038718,Pbx3,3.164,3.868,3.174,4.872,4.708,5.26,3.925,4.762,3.677,3.845
ENSMUSG00000038721,Hoxb7,1.217,2.047,0.704,0.868,1.727,2.244,1.544,2.064,2.291,1.989
ENSMUSG00000038722,Bud31,25.974,32.19,26.37,32.589,52.021,38.78,62.836,44.085,48.235,36.928
ENSMUSG00000038725,Pkhd1l1,1.274,2.725,1.138,4.264,1.102,5.367,1.408,1.192,2.808,2.657
ENSMUSG00000038729,Akap2,0.02,0.02,0.043,0.043,0.03,0.049,0.181,0.067,0.024,0.01
ENSMUSG00000038732,Mboat1,8.064,4.305,6.169,3.246,3.272,2.648,5.104,5.439,3.703,4.282
ENSMUSG00000038733,Wdr26,26.743,25.851,26.057,26.479,17.096,18.611,22.152,17.125,16.748,16.163
ENSMUSG00000038736,Nudcd1,8.842,9.3,8.173,11.643,9.963,8.283,10.112,6.34,8.569,7.485
ENSMUSG00000038738,Shank1,0.195,0.324,0.269,0.262,0.152,0.295,0.144,0.26,0.122,0.114
ENSMUSG00000038740,Mvb12b,4.05,3.454,3.626,2.936,2.356,3.371,2.763,3.333,3.383,3.823
ENSMUSG00000038742,Angptl6,0.422,0.589,0.714,0.673,1.011,1.007,0.493,0.604,0.614,1.487
ENSMUSG00000038745,Nlrp6,0.131,0.096,0.094,0.023,0.008,0.008,0.034,0.323,0.023,0.039
ENSMUSG00000038750,Omt2b,7.291,8.755,6.974,4.029,10.005,10.535,15.255,16.58,12.82,12.768
ENSMUSG00000038751,Ptk6,0,0,0,0,0.022,0.011,0,0.012,0.011,0
ENSMUSG00000038754,Elovl3,0,0,0,0,0,0.08,0.029,0.061,0.052,0.08
ENSMUSG00000038756,Ttll6,0,0.042,0.045,0.051,0.021,0.062,0,0,0.01,0.041
ENSMUSG00000038759,Nup205,10.606,9.472,8.348,9.384,7.509,7.467,6.895,6.712,6.306,7.572
ENSMUSG00000038762,Abcf1,20.951,19.464,22.377,22.582,28.991,29.283,34.281,39.995,28.5,26.603
ENSMUSG00000038763,Alpk3,5.454,3.295,4.398,1.083,1.732,1.792,1.567,2.381,1.899,2.673
ENSMUSG00000038764,Ptpn3,3.72,4.804,3.351,3.312,2.404,2.921,2.396,1.862,3.114,2.529
ENSMUSG00000038766,Gabpb2,6.196,5.204,5.83,5.359,3.147,3.625,2.823,3.409,2.701,3.533
ENSMUSG00000038768,9130409I23Rik,0.55,0.811,0.618,0.083,0.454,0.42,0.617,0.432,0.778,0.504
ENSMUSG00000038770,Kpna7,3.396,4.408,3.217,1.383,3.076,3.264,4.066,3.122,4.103,4.477
ENSMUSG00000038773,Kdm3b,12.903,11.306,12.366,11.264,7.367,9.658,6.876,6.67,8.055,10.054
ENSMUSG00000038774,Ascc3,10.252,10.878,9.477,10.925,5.85,5.224,7.312,6.071,5.281,5.483
ENSMUSG00000038775,Vill,1.894,2.004,2.021,1.708,1.991,2.312,2.065,2.437,2.442,2.343
ENSMUSG00000038776,Ephx1,94.912,69.269,81.663,68.62,45.912,69.45,36.262,119.821,36.551,46.749
ENSMUSG00000038777,Sema6c,2.096,2.424,1.992,3.315,2.62,5.461,1.001,2.808,3.104,4.193
ENSMUSG00000038780,Smurf1,6.339,6.172,6.765,5.849,4.494,6.172,5.2,4.699,5.747,6.181
ENSMUSG00000038781,Stap2,3.08,5.083,3.324,3.517,2.945,4.727,3.577,3.97,5.5,4.065
ENSMUSG00000038782,1700028J19Rik,0.173,0.205,0.32,0.254,0.32,0.128,0.219,0.084,0.214,0.147
ENSMUSG00000038784,Cnot4,4.188,3.576,4.045,3.564,3.47,3.209,4.269,3.86,2.977,3.107
ENSMUSG00000038793,Lefty1,0.641,1.521,0.742,1.458,0.91,1.721,0.617,1.217,1.967,1.338
ENSMUSG00000038797,Zscan2,4.016,4.399,3.674,3.476,4.344,4.668,3.287,6.25,5.504,5.607
ENSMUSG00000038803,Ost4,13.621,13.636,12.406,19.434,19.741,14.275,18.61,19.077,18.973,15.863
ENSMUSG00000038806,Sde2,8.913,8.091,9.581,8.553,6.395,7.56,9.518,8.591,6.998,7.399
ENSMUSG00000038807,Rap1gap2,0.909,1.064,0.892,0.77,0.67,0.617,0.811,0.89,0.477,0.495
ENSMUSG00000038811,Gngt2,1.757,2.202,2.316,2.416,3.541,2.143,3.026,6.452,4.058,2.231
ENSMUSG00000038812,Trmt112,19.097,15.843,18.511,20.144,29.783,25.513,26.16,30.943,27.642,24.936
ENSMUSG00000038816,Ctnnal1,7.744,6.671,7.02,6.227,6.464,5.686,8.687,5.206,5.595,5.007
ENSMUSG00000038822,Hace1,1.488,1.63,1.553,1.528,0.929,1.208,1.144,0.907,0.965,1.095
ENSMUSG00000038827,Fam206a,5.078,4.733,5.584,5.411,4.218,4.636,5.227,4.639,4.267,4.815
ENSMUSG00000038828,Tmem214,10.019,8.843,10.719,8.774,11.075,10.286,10.873,15.791,11.428,10.574
ENSMUSG00000038831,Ralgps1,1.718,1.387,1.408,1.148,0.766,0.983,0.725,0.821,0.832,0.776
ENSMUSG00000038836,Agbl3,1.054,1.052,0.896,0.792,0.579,0.75,0.48,0.748,0.68,0.751
ENSMUSG00000038838,Vars2,4.389,4.305,4.793,4.08,4.344,5.302,3.367,5.412,5.338,5.215
ENSMUSG00000038843,Gcnt1,0.285,0.153,0.211,0.297,0.265,0.229,0.28,0.172,0.153,0.229
ENSMUSG00000038844,Kif16b,5.103,4.971,4.639,5.866,3.375,4.457,2.678,3.367,3.261,3.761
ENSMUSG00000038845,Phb,41.944,44.586,41.567,65.385,77.775,64.336,74.993,88.8,74.706,65.624
ENSMUSG00000038848,Ythdf1,20.623,19.701,19.036,19.356,17.867,18.649,22.828,18.961,19.174,18.147
ENSMUSG00000038855,Itpkb,13.567,12.689,12.141,9.062,7.282,12.803,5.702,14.969,9.338,12.322
ENSMUSG00000038859,Baiap2l1,4.999,3.961,4.714,3.947,4.864,5.016,6.26,4.382,5.103,5.047
ENSMUSG00000038860,Garnl3,0.564,0.909,0.602,1.139,0.525,0.661,0.519,0.641,0.614,0.839
ENSMUSG00000038861,Pi4kb,9.588,8.69,10.118,9.673,10.025,9.698,10.325,10.936,8.854,8.942
ENSMUSG00000038866,Zcchc2,4.881,3.871,4.832,3.475,2.974,3.75,3.238,2.46,2.863,3.114
ENSMUSG00000038871,Bpgm,14.883,14.13,15.339,9.768,20.515,16.692,28.42,21.356,23.222,20.583
ENSMUSG00000038872,Zfhx3,1.307,1.509,1.485,1.288,0.901,1.607,0.96,1.303,1.102,1.228
ENSMUSG00000038876,Rnf146,3.223,3.292,3.005,2.884,2.385,2.368,2.734,2.646,2.154,2.273
ENSMUSG00000038879,Nipal2,0.502,0.837,0.955,0.722,1.062,0.739,0.453,0.869,0.478,0.646
ENSMUSG00000038880,Mrps34,1.922,2.003,2.043,2.407,3.141,3.222,2.206,2.801,2.504,2.879
ENSMUSG00000038884,A230050P20Rik,4.961,5.373,5.56,3.946,4.755,5.605,4.377,4.77,4.583,5.613
